NCTId,LeadSponsorName,CollaboratorName,DesignPrimaryPurpose,Phase,EnrollmentCount,CompletionDate,LocationCountry,LocationStatus
NCT04456049,Ricardo Pereira Mestre,Oncology Institute of Southern Switzerland,Treatment,Phase 2,90,2021-12-01,Switzerland,Unknown
NCT04534725,"Peter MacCallum Cancer Centre, Australia",Not Applicable,Treatment,Phase 3,2282,2021-12-01,N.A,Unknown
NCT04335786,Radboud University,Not Applicable,Treatment,Phase 4,651,2021-12-01,Netherlands,Recruiting
NCT04452773,Reig Jofre Group,Not Applicable,Prevention,Unknown,315,2021-12-01,Spain,Not yet recruiting
NCT04429555,MediciNova,Not Applicable,Treatment,Phase 2,40,2021-12-01,N.A,Unknown
NCT04389411,McGill University,Lady Davis Institute,Treatment,Phase 3,600,2021-12-01,N.A,Unknown
NCT02737878,University of British Columbia,Not Applicable,Treatment,Unknown,216,2021-12-01,Canada,Recruiting
NCT04367714,Region MidtJylland Denmark,Aarhus University Hospital,Generic,Unknown,300,2021-12-01,Denmark,Recruiting
NCT04420637,Medical University of Graz,Not Applicable,Generic,Unknown,1000,2021-12-01,Austria,Unknown
NCT04252118,Beijing 302 Hospital,"Innovative Precision Medicine Group (IPM), Hangzhou, China.",Treatment,Phase 1,20,2021-12-01,China,Recruiting
NCT04444674,"University of Witwatersrand, South Africa","Medical Research Council, South Africa",Prevention,Phase 1,2000,2021-12-01,South Africa,Not yet recruiting
NCT04404608,Dr Medhat Khafagy,Not Applicable,Generic,Unknown,90,2021-12-01,N.A,Unknown
NCT04452643,Inmunotek S.L.,BioClever 2005 S.L.,Prevention,Phase 3,3312,2021-12-01,Mexico,Unknown
NCT02669394,University of British Columbia,Not Applicable,Treatment,Unknown,88,2021-12-01,Canada,Recruiting
NCT04401644,Somerset NHS Foundation Trust,University of Exeter,Diagnostic,Unknown,250,2021-12-01,United Kingdom,Unknown
NCT04344600,Johns Hopkins University,Eiger BioPharmaceuticals,Prevention,Phase 2,164,2021-12-01,United States,Recruiting
NCT04391101,Hospital San Vicente Fundación,Clínica León XIII,Treatment,Phase 3,231,2021-12-01,Colombia,Unknown
NCT04555096,"Galera Therapeutics, Inc.",Not Applicable,Treatment,Phase 2,50,2021-12-01,United States,Recruiting
NCT04530539,Lancaster General Hospital,Not Applicable,Supportive Care,Unknown,150,2021-12-01,United States,Unknown
NCT04395911,SeaStar Medical,Not Applicable,Treatment,Unknown,35,2021-12-01,United States,Recruiting
NCT04457765,Boston Medical Center,Not Applicable,Basic Science,Early Phase 1,10,2021-12-01,United States,Unknown
NCT04590365,Swansea University,Cardiff University,Prevention,Unknown,480,2021-12-01,N.A,Unknown
NCT04537949,BioNTech RNA Pharmaceuticals GmbH,Not Applicable,Prevention,Phase 1,120,2021-12-01,Germany,Not yet recruiting
NCT04467151,Kashif Khan,Not Applicable,Treatment,Phase 2,96,2021-12-01,N.A,Unknown
NCT04437134,Slagelse Hospital,Region Zealand,Generic,Unknown,500,2021-12-01,Denmark,Recruiting
NCT04531618,Columbia University,Not Applicable,Prevention,Unknown,280,2021-12-01,United States,Recruiting
NCT04401423,Columbia University,Not Applicable,Treatment,Phase 2,100,2021-12-01,United States,Recruiting
NCT04361253,Brigham and Women's Hospital,Not Applicable,Treatment,Phase 3,220,2021-12-01,United States,Recruiting
NCT04395859,Fondation Ophtalmologique Adolphe de Rothschild,Not Applicable,Generic,Unknown,1500,2021-12-01,France,Not yet recruiting
NCT04560881,Laboratorio Elea Phoenix S.A.,"Beijing Institute of Biological Products Co., Ltd",Prevention,Phase 3,3000,2021-12-01,Argentina,Recruiting
NCT04418518,Weill Medical College of Cornell University,Hamilton Health Sciences Corporation,Treatment,Phase 3,1200,2021-12-01,United States,Recruiting
NCT04561180,"Evergreen Therapeutics, Inc.",Not Applicable,Treatment,Phase 2,96,2021-12-01,N.A,Unknown
NCT04389372,Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta,Not Applicable,Treatment,Unknown,50,2021-12-01,Italy,Recruiting
NCT04374084,Guang'anmen Hospital of China Academy of Chinese Medical Sciences,Hubei Hospital of Traditional Chinese Medicine,Treatment,Unknown,60,2021-12-01,China,Recruiting
NCT04356690,Boston Medical Center,Not Applicable,Supportive Care,Phase 2,64,2021-12-01,United States,Recruiting
NCT04555187,Oregon Health and Science University,Not Applicable,Generic,Unknown,60000,2021-12-01,United States,Unknown
NCT04389450,Pluristem Ltd.,Not Applicable,Treatment,Phase 2,140,2021-12-01,United States,Not yet recruiting
NCT04358029,Vivek Reddy,Not Applicable,Generic,Unknown,10000,2021-12-01,United States,Recruiting
NCT04568018,Biosurf LLC.,Not Applicable,Generic,Unknown,120,2021-12-01,Russian Federation,Recruiting
NCT04423614,University of Florida,Not Applicable,Prevention,Unknown,40,2021-12-01,United States,Unknown
NCT04279197,ShuGuang Hospital,Hubei Hospital of Traditional Chinese Medicine,Treatment,Phase 2,160,2021-12-01,China,Recruiting
NCT04443712,Samia Girgis,Not Applicable,Generic,Unknown,1900,2021-12-01,Egypt,Recruiting
NCT04498286,Zoé van Kempen,Not Applicable,Generic,Unknown,800,2021-12-01,Netherlands,Recruiting
NCT04466098,"Masonic Cancer Center, University of Minnesota",Not Applicable,Treatment,Phase 2,30,2021-12-01,United States,Recruiting
NCT04542421,"University of Colorado, Denver",Not Applicable,Health Services Research,Unknown,90,2021-12-01,United States,Recruiting
NCT04397471,CCTU- Cancer Theme,Cambridge Cellular Therapies Laboratory,Generic,Unknown,10,2021-12-01,United Kingdom,Unknown
NCT04329923,"Ravi Amaravadi, MD",Not Applicable,Treatment,Phase 2,400,2021-12-01,United States,Recruiting
NCT04372186,"Genentech, Inc.",Not Applicable,Treatment,Phase 3,379,2021-12-01,United States,Unknown
NCT04437901,Hospital Clinic of Barcelona,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA),Generic,Unknown,10000,2021-12-01,Belgium,Unknown
NCT04361123,"Michael Runyon, MD",Not Applicable,Generic,Unknown,450000,2021-12-01,United States,Unknown
NCT04586309,University of Arizona,David Lynch Foundation,Supportive Care,Unknown,50,2021-12-01,N.A,Unknown
NCT04426006,Institut Bergonié,Not Applicable,Prevention,Unknown,1000,2021-12-01,France,Unknown
NCT04493294,International Geriatric Radiotherapy Group,Brigitta G. Baumert,Treatment,Phase 1,500,2021-12-01,N.A,Unknown
NCT04342884,Wake Forest University Health Sciences,Not Applicable,Generic,Unknown,150000,2021-12-01,United States,Recruiting
NCT04357613,Versailles Hospital,Not Applicable,Treatment,Phase 2,99,2021-12-01,France,Unknown
NCT04558307,Mayo Clinic,Not Applicable,Generic,Unknown,1000,2021-12-01,United States,Unknown
NCT04522986,"Rohto Pharmaceutical Co., Ltd.",Not Applicable,Treatment,Phase 1,6,2021-12-01,Japan,Unknown
NCT04351529,Arbeitsgemeinschaft medikamentoese Tumortherapie,Not Applicable,Generic,Unknown,1000,2021-12-01,Austria,Recruiting
NCT04352400,University Hospital Padova,Yokohama City University,Treatment,Phase 2,256,2021-12-01,N.A,Unknown
NCT04366245,Andalusian Network for Design and Translation of Advanced Therapies,Not Applicable,Treatment,Phase 1,72,2021-12-01,Spain,Recruiting
NCT04584658,Cambridge University Hospitals NHS Foundation Trust,Not Applicable,Generic,Unknown,36,2021-12-01,United Kingdom,Recruiting
NCT04470583,Chelsea and Westminster NHS Foundation Trust,Not Applicable,Generic,Unknown,116,2021-12-02,United Kingdom,Recruiting
NCT04584450,Hacettepe University,Not Applicable,Generic,Unknown,100,2021-12-02,Turkey,Recruiting
NCT04569786,Merck Sharp & Dohme Corp.,Not Applicable,Prevention,Phase 1,252,2021-12-03,N.A,Unknown
NCT04473053,University of Edinburgh,University of Oxford,Treatment,Phase 2,60,2021-12-03,United Kingdom,Recruiting
NCT04344444,LCMC Health,Not Applicable,Treatment,Phase 3,600,2021-12-10,United States,Unknown
NCT04573322,Diffusion Pharmaceuticals Inc,Not Applicable,Treatment,Phase 1,224,2021-12-14,Romania,Recruiting
NCT04275388,Jiangxi Qingfeng Pharmaceutical Co. Ltd.,Not Applicable,Generic,Unknown,426,2021-12-14,N.A,Unknown
NCT04534478,Hospital Universitari Vall d'Hebron Research Institute,Not Applicable,Treatment,Phase 4,120,2021-12-15,N.A,Unknown
NCT04535453,Janssen Vaccines & Prevention B.V.,Not Applicable,Prevention,Phase 2,550,2021-12-15,Germany,Recruiting
NCT04341506,Northwestern Medicine,Not Applicable,Generic,Unknown,100,2021-12-15,United States,Recruiting
NCT04428021,Azienda Ospedaliera Città della Salute e della Scienza di Torino,Not Applicable,Treatment,Phase 2,180,2021-12-15,Italy,Recruiting
NCT04410328,"Rutgers, The State University of New Jersey",Boehringer Ingelheim,Treatment,Phase 3,132,2021-12-15,N.A,Unknown
NCT04546841,University Hospital Tuebingen,Not Applicable,Prevention,Phase 1,36,2021-12-20,N.A,Unknown
NCT03808922,"Ansun Biopharma, Inc.",Not Applicable,Treatment,Phase 3,250,2021-12-28,United States,Recruiting
NCT04570384,"Asklepion Pharmaceuticals, LLC",Not Applicable,Treatment,Phase 2,60,2021-12-28,United States,Unknown
NCT04360538,University of Chicago,Not Applicable,Generic,Unknown,500,2021-12-30,United States,Recruiting
NCT04595175,"Brian Tiffany, MD",Chandler Regional Medical Center,Generic,Unknown,2000,2021-12-30,United States,Recruiting
NCT04341935,University of Miami,Not Applicable,Treatment,Phase 4,20,2021-12-30,United States,Unknown
NCT04475471,Public Health Foundation of India,"Centre for Chronic Disease Control, India",Generic,Unknown,5200,2021-12-30,Argentina,Recruiting
NCT04487691,"Regenexx, LLC",Not Applicable,Treatment,Unknown,40,2021-12-30,United States,Unknown
NCT04594785,"University Hospital, Montpellier",Not Applicable,Generic,Unknown,150,2021-12-30,France,Recruiting
NCT04420273,Northwestern University,Not Applicable,Prevention,Unknown,1000,2021-12-30,United States,Unknown
NCT04398147,CanSino Biologics Inc.,Beijing Institute of Biotechnology,Prevention,Phase 1,696,2021-12-30,Canada,Unknown
NCT04437693,Hamad Medical Corporation,Not Applicable,Prevention,Phase 2,500,2021-12-31,N.A,Unknown
NCT04420182,Lawson Health Research Institute,Cardiac Arrhythmia Network of Canada,Treatment,Unknown,2000,2021-12-31,Canada,Not yet recruiting
NCT04364763,"Renibus Therapeutics, Inc.",Not Applicable,Treatment,Phase 2,252,2021-12-31,United States,Recruiting
NCT04581915,Fatima Mayat,PharmaCentrix (Pty) Ltd,Treatment,Phase 2,420,2021-12-31,South Africa,Recruiting
NCT04502472,Inova Health Care Services,Not Applicable,Treatment,Phase 2,200,2021-12-31,United States,Recruiting
NCT04550351,"Anhui Zhifei Longcom Biologic Pharmacy Co., Ltd.",Not Applicable,Prevention,Phase 1,50,2021-12-31,China,Recruiting
NCT04551378,M.D. Anderson Cancer Center,National Cancer Institute (NCI),Generic,Unknown,600,2021-12-31,United States,Recruiting
NCT04544605,Hong Kong Baptist University,The University of Hong Kong,Generic,Unknown,150,2021-12-31,China,Recruiting
NCT04437719,Groupe Hospitalier Paris Saint Joseph,ObvioHealth,Other,Unknown,100,2021-12-31,France,Recruiting
NCT04421612,Haukeland University Hospital,Not Applicable,Supportive Care,Unknown,400,2021-12-31,Norway,Recruiting
NCT04543006,"University Hospital, Grenoble",Not Applicable,Prevention,Unknown,170,2021-12-31,N.A,Unknown
NCT04358835,Johns Hopkins University,Not Applicable,Treatment,Unknown,0,2021-12-31,N.A,Unknown
NCT04506528,"University of Wisconsin, Madison",National Cancer Institute (NCI),Generic,Unknown,170000,2021-12-31,United States,Recruiting
NCT04477993,Vanderson Geraldo Rocha,Not Applicable,Treatment,Phase 2,200,2021-12-31,Brazil,Recruiting
NCT04427566,Ohio State University Comprehensive Cancer Center,Not Applicable,Treatment,Phase 2,24,2021-12-31,United States,Recruiting
NCT04482673,Medical University of South Carolina,Grassroots Health Nutrition Institute,Prevention,Phase 4,140,2021-12-31,United States,Recruiting
NCT04402944,Boston Children's Hospital,Brigham and Women's Hospital,Treatment,Phase 2,60,2021-12-31,N.A,Unknown
NCT04463706,Hospital Galdakao-Usansolo,Hospital Costa del Sol,Generic,Unknown,20000,2021-12-31,Spain,Recruiting
NCT04594668,University of Aarhus,Aarhus University Hospital,Treatment,Phase 2,46,2021-12-31,Denmark,Recruiting
NCT04537650,"University Health Network, Toronto",National Institute on Deafness and Other Communication Disorders (NIDCD),Generic,Unknown,75,2021-12-31,United States,Unknown
NCT04519502,The George Washington University Biostatistics Center,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Generic,Unknown,26400,2021-12-31,United States,Recruiting
NCT04376710,"University of Colorado, Denver",Not Applicable,Generic,Unknown,100,2021-12-31,United States,Unknown
NCT04303299,Rajavithi Hospital,Not Applicable,Treatment,Phase 3,320,2021-12-31,Thailand,Recruiting
NCT04338906,"Heinrich-Heine University, Duesseldorf",Universitätsklinikum Hamburg-Eppendorf,Treatment,Phase 4,334,2021-12-31,N.A,Unknown
NCT04517123,Johns Hopkins University,Duke University,Treatment,Unknown,100,2021-12-31,United States,Recruiting
NCT04488484,Groupe Hospitalier Paris Saint Joseph,Not Applicable,Diagnostic,Unknown,450,2021-12-31,France,Unknown
NCT04366167,Barts & The London NHS Trust,Queen Mary University of London,Generic,Unknown,100,2021-12-31,United Kingdom,Recruiting
NCT04345692,Queen's Medical Centre,Not Applicable,Treatment,Phase 3,350,2021-12-31,United States,Recruiting
NCT04476979,Assistance Publique - Hôpitaux de Paris,"Institut National de la Santé Et de la Recherche Médicale, France",Treatment,Phase 2,120,2021-12-31,French Guiana,Recruiting
NCT04534673,Soroka University Medical Center,Not Applicable,Treatment,Phase 2,40,2021-12-31,Israel,Recruiting
NCT04340050,University of Chicago,Not Applicable,Treatment,Early Phase 1,10,2021-12-31,United States,Unknown
NCT04412382,Azienda Ospedaliera Universitaria Integrata Verona,Not Applicable,Generic,Unknown,100,2021-12-31,Italy,Recruiting
NCT04314232,"University Hospital, Akershus",Not Applicable,Generic,Unknown,200,2021-12-31,Norway,Recruiting
NCT04501822,Tomsk National Research Medical Center of the Russian Academy of Sciences,Not Applicable,Generic,Unknown,380,2021-12-31,Russian Federation,Recruiting
NCT04359225,NHS Greater Glasgow and Clyde,University of Strathclyde,Other,Unknown,80,2021-12-31,United Kingdom,Unknown
NCT04412772,Queen's Medical Centre,Not Applicable,Treatment,Phase 3,300,2021-12-31,United States,Recruiting
NCT04513158,"Joseph M. Flynn, D.O., MPH",Not Applicable,Treatment,Phase 2,100,2021-12-31,United States,Recruiting
NCT04488562,Erasmus Medical Center,Leiden University Medical Center,Generic,Unknown,150,2021-12-31,Netherlands,Recruiting
NCT04368793,China-Japan Friendship Hospital,Wuhan lung Hospital,Generic,Unknown,200,2021-12-31,China,Recruiting
NCT04380987,Luxembourg Institute of Health,Centre Hospitalier du Luxembourg,Generic,Unknown,200,2021-12-31,Luxembourg,Recruiting
NCT04468035,Groupe Hospitalier Paris Saint Joseph,Not Applicable,Generic,Unknown,30,2021-12-31,France,Recruiting
NCT04563156,University of Sao Paulo General Hospital,Not Applicable,Generic,Unknown,100,2021-12-31,Brazil,Unknown
NCT04536376,Mayo Clinic,PNMedical,Supportive Care,Unknown,10,2021-12-31,N.A,Unknown
NCT04514705,Universidade Metodista de Piracicaba,Not Applicable,Treatment,Unknown,20,2021-12-31,Brazil,Recruiting
NCT04568421,Sociedad Argentina de Reumatologia,Not Applicable,Generic,Unknown,3000,2021-12-31,Argentina,Recruiting
NCT04490811,Hôpital Necker-Enfants Malades,Not Applicable,Generic,Unknown,800,2021-12-31,France,Recruiting
NCT04366024,Xinqiao Hospital of Chongqing,Not Applicable,Generic,Unknown,1000,2021-12-31,China,Recruiting
NCT04331808,Assistance Publique - Hôpitaux de Paris,Not Applicable,Treatment,Phase 2,228,2021-12-31,France,Unknown
NCT04329832,"Intermountain Health Care, Inc.",University of Utah,Treatment,Phase 2,85,2021-12-31,United States,Unknown
NCT04579471,Universitaire Ziekenhuizen Leuven,KU Leuven,Generic,Unknown,2000,2021-12-31,Belgium,Recruiting
NCT04568135,Siyan Clinical Corporation,Not Applicable,Generic,Unknown,1000,2021-12-31,N.A,Unknown
NCT04441047,"Immunovative Therapies, Ltd.","Mirror Biologics, Inc.",Prevention,Phase 1,40,2021-12-31,United States,Unknown
NCT04379297,Luxembourg Institute of Health,Luxembourg National Research Funds,Generic,Unknown,1800,2021-12-31,Luxembourg,Unknown
NCT04341012,Mayo Clinic,Not Applicable,Generic,Unknown,120,2021-12-31,United States,Recruiting
NCT04368299,Chinese University of Hong Kong,Not Applicable,Health Services Research,Unknown,150,2021-12-31,Hong Kong,Recruiting
NCT04341519,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,1464,2021-12-31,France,Not yet recruiting
NCT04334382,"Intermountain Health Care, Inc.",University of Utah,Treatment,Phase 3,1550,2021-12-31,United States,Recruiting
NCT04453475,Jacobs University Bremen gGmbH,Dr. Becker Klinikgruppe,Health Services Research,Unknown,1230,2021-12-31,Germany,Recruiting
NCT04471831,"University of Lagos, Nigeria",Not Applicable,Treatment,Unknown,30,2021-12-31,N.A,Unknown
NCT04320862,Duke University,Not Applicable,Generic,Unknown,200000,2021-12-31,United States,Recruiting
NCT04347824,University Hospital Goettingen,Universitätsklinikum Hamburg-Eppendorf,Generic,Unknown,100,2021-12-31,Germany,Recruiting
NCT04324047,Assistance Publique - Hôpitaux de Paris,Not Applicable,Generic,Unknown,1000,2021-12-31,France,Recruiting
NCT04381286,"University Hospital, Montpellier",Not Applicable,Generic,Unknown,40,2021-12-31,France,Recruiting
NCT04568148,University of Kansas Medical Center,Not Applicable,Generic,Unknown,50,2021-12-31,United States,Recruiting
NCT04316884,Uppsala University,Not Applicable,Generic,Unknown,100,2021-12-31,Sweden,Recruiting
NCT04318314,"University College, London",St. Bartholomew's Hospital,Generic,Unknown,400,2021-12-31,United Kingdom,Recruiting
NCT04324073,Assistance Publique - Hôpitaux de Paris,Not Applicable,Treatment,Phase 2,239,2021-12-31,France,Unknown
NCT04352634,University of Chile,Not Applicable,Generic,Unknown,2000,2021-12-31,United States,"Active, not recruiting"
NCT04577534,Jarmo Oksi,Not Applicable,Treatment,Phase 3,90,2021-12-31,Finland,Recruiting
NCT04530474,Temple University,Not Applicable,Treatment,Phase 3,200,2021-12-31,United States,Unknown
NCT04409483,Epicentre,Université Abdou Moumouni,Treatment,Phase 3,0,2021-12-31,N.A,Unknown
